YEAR,COMMUNITY.EXPECTATION,COMMUNITY.LEADERS,COUNTRY,DATAVIS.EDU,DATAVIS.EDU.METHOD,DATAVIS.TIME,EDU.BACKGROUND,EDU.MAJOR,EXPERIENCE.DATAVIS.YEARS,FREELANCE.OR.CONSULTANT,GENDER,JOB.DATASCI.HOURS,JOB.DATAVIS.AUDIENCE,JOB.DATAVIS.AUDIENCEDATAVISCONSUMPTION,JOB.DATAVIS.AUDIENCEDATAVISUSE,JOB.DATAVIS.AUDIENCEKNOWLEGE,JOB.DATAVIS.AUDIENCERELATIONSHIP,JOB.DATAVIS.CHARTSUSED,JOB.DATAVIS.EXPECTATIONS,JOB.DATAVIS.FATIGUE,JOB.DATAVIS.FOCUS,JOB.DATAVIS.GOALS,JOB.DATAVIS.HOURS,JOB.DATAVIS.INTENT,JOB.DATAVIS.LACKSKILLS,JOB.DATAVIS.LEADERSHIP.UNDERSTANDING,JOB.DATAVIS.NEWTOOLS,JOB.DATAVIS.ORGANIZATION,JOB.DATAVIS.PRESENTATION,JOB.DATAVIS.REACH,JOB.DATAVIS.RESOURCES,JOB.DATAVIS.TOOLCHOICE,JOB.DATAVIS.TOOLS,JOB.DATAVIS.USE,JOB.DESCRIPTION,JOB.DESIGN.HOURS,JOB.ENGINEERING.HOURS,JOB.IMPROVEMENT,JOB.PAY,JOB.PORTFOLIO.HOURS,JOB.PREPWORK.HOURS,JOB.SECTOR,LGBTQ,SPOKEN.LANGUAGE,REGION,TOTAL.HOURS,JOB.DESIGN.HOURS.PERC,JOB.DATASCI.HOURS.PERC,JOB.DATAVIS.HOURS.PERC,JOB.PREPWORK.HOURS.PERC,JOB.PORTFOLIO.HOURS.PERC,JOB.ENGINEERING.HOURS.PERC
2019,NA,NA,INDIA,Mostly Self-Taught,"Examples, Collaboration with more skilled practitioners",More,MASTERS,MATH & STATISTICS,5,No,MAN,4,"Analysts, Project Managers, Executives",Monthly,"ANALYSIS, SUMMARIZATION",MODERATE,COLLABORATIVE,"Line Chart, Bar Chart, Pie Chart, Scatterplot, Flow Diagram (Sankey, DAGRE, Flow Chart)",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,4,"DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB, BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE","Analysis, Summary/Overview, Communication, Exploration",4,DATA VISUALIZATION IS ONLY PART OF MY JOB,4,3,4,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Dashboard, Documents, Presentations",Data Science/Analytics,3,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION AND THIS CAUSES NO ISSUE,"Excel, ggplot2, Plotly, R","Business Intelligence Tools (like Tableau), General purpose charting libraries (plotly, highcharts)",ANALYST,0,0,Better awareness at the managerial and executive level,$40k - $60k,6,20,PRIVATE SECTOR,No,ENGLISH,ASIA,34,0,11.764705882352942,11.764705882352942,58.8235294117647,17.647058823529413,0
2019,"Best practices, lessons learnt, pitfalls to avoid","Steven Few, Miko Yuk, Howard Dresner",HONG KONG,Mostly Self-Taught,"Books, Video Tutorials, Working through a project, Mentoring/Teaching others",Much more,TECHNICAL SCHOOL,NA,8,No,MAN,10,"Analysts, Product Managers, Project Managers, Executives",Daily,"ANALYSIS, SUMMARIZATION, BUSINESS DECISIONS",INTRO,COLLABORATIVE,"Line Chart, Bar Chart, Scatterplot, Hexbin/Heatmap, Treemap, Dendrogram, Network Diagram, Choropleth Map, Flow Diagram (Sankey, DAGRE, Flow Chart)",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,4,"DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB, BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE","Analysis, Machine Learning, Summary/Overview, Communication, Exploration",10,DATA VISUALIZATION IS ONLY PART OF MY JOB,2,3,4,BOTH,"Dashboard, Presentations, Email","Data Science/Analytics, Operations",4,I'M ABLE TO CHOOSE MY OWN TOOLS.,"Excel, Power BI, Qlik","Business Intelligence Tools (like Tableau), Interactive Notebooks, General purpose charting libraries (plotly, highcharts), Completely custom (matplotlib, ggplot2, Processing, D3, custom code)","LEADERSHIP (MANAGER, DIRECTOR, VP, ETC)",5,10,"The phase ""we're data driven"" actually having substance and meaning",$120k - $140k,0,5,PRIVATE SECTOR,No,ENGLISH,ASIA,40,25,25,25,12.5,0,25
2019,Training,NA,UNITED STATES,Mostly Self-Taught,"Examples, Collaboration with more skilled practitioners, Working through a project, Mentoring/Teaching others",More,MASTERS,OTHER,4,No,MAN,15,"General Public, Analysts, Medical Professionals, Project Managers, Executives",Daily,"ANALYSIS, SUMMARIZATION","INTRO, MODERATE, EXPERT",SUBORDINATE,"Line Chart, Bar Chart, Pie Chart, Scatterplot, Hexbin/Heatmap, Pictorial Visualization, Treemap",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,3,"DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB, BUT NOT THE FOCUS","Analysis, Communication, Exploration",15,DATA VISUALIZATION IS ONLY PART OF MY JOB,2,3,4,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Dashboard, Interactive Notebook, Documents, Presentations, Email",Data Science/Analytics,2,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION AND IT CAUSES SOME ISSUES,"Excel, Mapbox, Power BI, Qlik, Tableau, Pen & Paper",Business Intelligence Tools (like Tableau),ANALYST,3,0,Training,$80k - $100k,10,20,PRIVATE SECTOR,No,ENGLISH,US / CANADA,63,0,23.80952380952381,23.80952380952381,31.746031746031747,15.873015873015873,0
2019,NA,Cole Knaflic,UNITED KINGDOM,Mostly Self-Taught,"Books, Workshops, Examples, Video Tutorials, Collaboration with more skilled practitioners, Working through a project, Mentoring/Teaching others",Same,BACHELORS,OTHER,1,No,MAN,5,"Analysts, Executives",Quarterly,"ANALYSIS, SUMMARIZATION, EDUCATION","MODERATE, EXPERT",COLLABORATIVE,"Line Chart, Bar Chart, Scatterplot, Hexbin/Heatmap, Network Diagram, Flow Diagram (Sankey, DAGRE, Flow Chart)",MORE,3,"DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB, BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE","Analysis, Summary/Overview, Communication, Exploration",5,DATA VISUALIZATION IS ONLY PART OF MY JOB,2,6,5,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Embedded in a tool, Dashboard, Documents, Presentations",Data Science/Analytics,4,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION AND IT CAUSES SOME ISSUES,"Excel, Power BI, Python, R, Tableau","Business Intelligence Tools (like Tableau), Excel, PowerBI",ANALYST,NA,5,Better data platform,$40k - $60k,5,10,PUBLIC SECTOR,No,ENGLISH,EUROPE,NA,NA,NA,NA,NA,NA,NA
2019,More about data collection/cleaning best practices.,"RJ Andrews, Mara Averick, Alberto Cairo, Shirley Wu, Giorgia Lupi, Kenneth Field, Mike Bostock, Stefanie Posavec, Jason Forrest, Jon Schwabish",UNITED STATES,Mostly Self-Taught,"Books, Workshops, Video Tutorials, Collaboration with more skilled practitioners, Working through a project, Mentoring/Teaching others",Much more,BACHELORS,DESIGN,8,No,MAN,3,"General Public, Engineers, Product Managers, Executives, Designers",Daily,"SUMMARIZATION, EDUCATION","INTRO, MODERATE",CONSULTATIVE,"Line Chart, Bar Chart, Pie Chart, Scatterplot, Hexbin/Heatmap, Infographics, Pictorial Visualization, Treemap, Dendrogram, Network Diagram, Choropleth Map, Flow Diagram (Sankey, DAGRE, Flow Chart), Gantt Chart, Table, xenographics gallore",LESS,3,"DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB, BUT NOT THE FOCUS","Analysis, Machine Learning, Summary/Overview, Communication, Marketing, Exploration, Storytelling",3,DATA VISUALIZATION IS ONLY PART OF MY JOB,3,4,5,BOTH,"Static Web Page, Documents, Presentations, Email, PDF","Research, Data Science/Analytics",4,I'M ABLE TO CHOOSE MY OWN TOOLS.,"Excel, Illustrator, Tableau, Google Sheets, Data Illustrator, Adobe Xd","Business Intelligence Tools (like Tableau), Interactive Notebooks, General purpose charting libraries (plotly, highcharts), Completely custom (matplotlib, ggplot2, Processing, D3, custom code), Hand-crafted in a graphics editor (Illustrator)",DESIGNER,20,0,More time to focus on it (less responsibilities elsewhere),$160k - $180k,0.25,2,PRIVATE SECTOR,No,ENGLISH,US / CANADA,28.25,0,10.619469026548673,10.619469026548673,7.079646017699115,0.8849557522123894,0
2019,NA,NA,UNITED STATES,Mostly Self-Taught,"Books, Workshops, Examples, Collaboration with more skilled practitioners",More,PHD,OTHER,4,No,MAN,5,"General Public, Scientists, Project Managers, Executives",Monthly,"SUMMARIZATION, EDUCATION, RESEARCH","INTRO, MODERATE, EXPERT",COLLABORATIVE,"Line Chart, Bar Chart, Scatterplot, Hexbin/Heatmap, Network Diagram, Flow Diagram (Sankey, DAGRE, Flow Chart)",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,4,"DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB, BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE","Analysis, Summary/Overview, Communication, Exploration, Education",5,DATA VISUALIZATION IS ONLY PART OF MY JOB,3,7,5,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Documents, Presentations, Email","Research, Data Science/Analytics",5,I'M ABLE TO CHOOSE MY OWN TOOLS.,"ggplot2, R","Business Intelligence Tools (like Tableau), Completely custom (matplotlib, ggplot2, Processing, D3, custom code)",ANALYST,1,10,Grammar of interactive graphics,$120k - $140k,0,4,ACADEMIC,"No, but I identify as an Ally",ENGLISH,US / CANADA,25,40,20,20,16,0,40
2019,More discussion around engaging with stakeholders (e.g. requirements gathering),Cole Knaflic,NEW ZEALAND,Mostly Self-Taught,"Books, Examples, Video Tutorials, Collaboration with more skilled practitioners, Working through a project",Much more,BACHELORS,THE ARTS,5,No,MAN,15,External clients,Monthly,"ANALYSIS, SUMMARIZATION",MODERATE,SUBORDINATE,"Line Chart, Bar Chart, Pie Chart, Scatterplot, Infographics, Flow Diagram (Sankey, DAGRE, Flow Chart)",NA,5,DATA VISUALIZATION IS THE FOCUS OF MY JOB,"Analysis, Communication, Marketing, Storytelling",15,DATA VISUALIZATION IS ONLY PART OF MY JOB,2,5,5,EMBEDDED IN ANOTHER GROUP,"Dashboard, Static Reports","Design, Marketing",3,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION AND IT CAUSES SOME ISSUES,"Excel, ggplot2, R, Tableau","Business Intelligence Tools (like Tableau), Completely custom (matplotlib, ggplot2, Processing, D3, custom code)",ANALYST,5,10,Two-way communication over delivered products,$80k - $100k,15,10,PRIVATE SECTOR,No,ENGLISH,OCEANIA,70,14.29,21.428571428571427,21.428571428571427,14.285714285714286,21.428571428571427,14.285714285714286
2019,NA,"Alberto Cairo, Edward Tufte",ITALY,Mostly Self-Taught,"Examples, Collaboration with more skilled practitioners",More,PHD,MATH & STATISTICS,0,No,MAN,2,"Analysts, Scientists",Daily,"ANALYSIS, RESEARCH",EXPERT,COLLABORATIVE,"Line Chart, Bar Chart, Scatterplot, Hexbin/Heatmap, Infographics, Network Diagram",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,1,"DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB, BUT NOT THE FOCUS","Analysis, Machine Learning",2,DATA VISUALIZATION IS ONLY PART OF MY JOB,4,4,4,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Interactive Notebook, Documents, Presentations","Research, Data Science/Analytics",4,I'M ABLE TO CHOOSE MY OWN TOOLS.,"D3, ggplot2, Python, R","Interactive Notebooks, Completely custom (matplotlib, ggplot2, Processing, D3, custom code)",SCIENTIST,1,6,NA,$40k - $60k,1,6,ACADEMIC,No,"ITALIAN, ENGLISH",EUROPE,18,33.33,11.11111111111111,11.11111111111111,33.333333333333336,5.555555555555555,33.333333333333336
2019,Make public data more accessible,NA,UGANDA,Mostly Self-Taught,"Video Tutorials, Working through a project, Mentoring/Teaching others",Much more,TECHNICAL SCHOOL,COMPUTER SCIENCE,6,No,MAN,3,"General Public, Analysts",Quarterly,"ANALYSIS, EDUCATION, RESEARCH","INTRO, MODERATE",COLLABORATIVE,"Line Chart, Bar Chart, Scatterplot, Infographics",MORE,4,"DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB, BUT NOT THE FOCUS","Analysis, Storytelling, Education",3,DATA VISUALIZATION IS ONLY PART OF MY JOB,4,5,4,SEPARATE DATA VISUALIZATION GROUP,"Dashboard, Interactive Notebook, Documents, Presentations","Research, IT",2,I'M ABLE TO CHOOSE MY OWN TOOLS.,"Excel, ggplot2, Plotly, Python, Tableau, Matplotlib","Business Intelligence Tools (like Tableau), Completely custom (matplotlib, ggplot2, Processing, D3, custom code)",ANALYST,1,1,More data,"Less than $20,000",5,4,NOT-FOR-PROFIT,No,NA,MIDDLE EAST & AFRICA,17,5.88,17.647058823529413,17.647058823529413,23.529411764705884,29.41176470588235,5.882352941176471
2019,"More high level ideas about choosing the right visualization for given data, not just technicalities about different kinds of ""plots"".",NA,POLAND,Mostly Self-Taught,"Books, Examples, Video Tutorials, Collaboration with more skilled practitioners, Working through a project",More,MASTERS,COMPUTER SCIENCE,5,No,MAN,2,"Engineers, Scientists, Medical Professionals, Project Managers",Not tracked / Unknown,"ENTERTAINMENT, EDUCATION, RESEARCH",MODERATE,COLLABORATIVE,"Bar Chart, Pie Chart, Scatterplot",LESS,5,"DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB, BUT NOT THE FOCUS","Analysis, Machine Learning, Marketing",2,DATA VISUALIZATION IS ONLY PART OF MY JOB,4,5,4,EMBEDDED IN ANOTHER GROUP,"Embedded in a tool, Interactive Notebook, Presentations","Research, IT, Data Science/Analytics",4,I'M ABLE TO CHOOSE MY OWN TOOLS.,"D3, Excel, Python","Interactive Notebooks, Completely custom (matplotlib, ggplot2, Processing, D3, custom code)",DEVELOPER,0,8,No one change.,$20k - $40k,1,8,PRIVATE SECTOR,No,"POLISH, ENGLISH, GERMAN",EUROPE,21,38.1,9.523809523809524,9.523809523809524,38.095238095238095,4.761904761904762,38.095238095238095
2019,NA,NA,UNITED STATES,Mostly From School (or other formal courses),"Workshops, Examples, Collaboration with more skilled practitioners, Working through a project",Much more,MASTERS,NATURAL SCIENCES,10,No,MAN,15,"General Public, Analysts, Engineers, Product Managers, Project Managers, Executives",Weekly,"ANALYSIS, SUMMARIZATION, CAPITAL PLANNING","INTRO, MODERATE, EXPERT",CONSULTATIVE,"Bar Chart, Pie Chart, Choropleth Map, Raster Map",MORE,4,DATA VISUALIZATION IS THE FOCUS OF MY JOB,"Analysis, Summary/Overview, Communication, Exploration, Storytelling, Education",15,HIRED TO DO DATA VISUALIZATION,3,6,4,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Embedded in a tool, Dashboard, Scrollytelling, Email","Engineering, IT, Data Science/Analytics",3,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION AND IT CAUSES SOME ISSUES,"ArcGIS, Leaflet, Mapbox, Python, QGIS","Business Intelligence Tools (like Tableau), Completely custom (matplotlib, ggplot2, Processing, D3, custom code), Hand-crafted in a graphics editor (Illustrator)",DEVELOPER,5,15,Learn more skills,$120k - $140k,0,5,PUBLIC SECTOR,"No, but I identify as an Ally",ENGLISH,US / CANADA,55,27.27,27.272727272727273,27.272727272727273,9.090909090909092,0,27.272727272727273
2019,NA,NA,AUSTRIA,Mostly Self-Taught,"Books, Workshops, Examples, Working through a project, Mentoring/Teaching others",More,BACHELORS,NA,12,No,MAN,20,"General Public, Analysts, Scientists",Weekly,ANALYSIS,"MODERATE, EXPERT",CONSULTATIVE,"Line Chart, Bar Chart, Scatterplot, Hexbin/Heatmap, Force-Directed Graph",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,3,"DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB, BUT NOT THE FOCUS","Analysis, Machine Learning, Summary/Overview, Communication, Marketing, Exploration, Storytelling, Education",20,DATA VISUALIZATION IS ONLY PART OF MY JOB,2,7,4,SEPARATE DATA VISUALIZATION GROUP,"Embedded in a tool, Dashboard, Presentations","Design, Engineering, Marketing, Research, IT, Leadership, Data Science/Analytics",5,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION AND THIS CAUSES NO ISSUE,"D3, Angular, Excel, React, Vega, WebGL, Kibana","Business Intelligence Tools (like Tableau), Interactive Notebooks, General purpose charting libraries (plotly, highcharts), Completely custom (matplotlib, ggplot2, Processing, D3, custom code)",ENGINEER,5,5,NA,$100k - $120k,0,5,PRIVATE SECTOR,No,NA,EUROPE,55,9.09,36.36363636363637,36.36363636363637,9.090909090909092,0,9.090909090909092
2019,NA,NA,UNITED STATES,Mostly Self-Taught,"Examples, Collaboration with more skilled practitioners, Working through a project, Mentoring/Teaching others",Much more,MASTERS,THE ARTS,3,No,MAN,15,"General Public, Analysts, Engineers, Executives, Designers",Weekly,"ENTERTAINMENT, JOURNALISM, ANALYSIS, SUMMARIZATION, EDUCATION, RESEARCH, PR/BRANDING","MODERATE, EXPERT",CONSULTATIVE,"Line Chart, Bar Chart, Pie Chart, Scatterplot, Hexbin/Heatmap, Dendrogram, Flow Diagram (Sankey, DAGRE, Flow Chart), 3D Charts",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,2,DATA VISUALIZATION IS THE FOCUS OF MY JOB,"Analysis, Machine Learning, Summary/Overview, Communication, Marketing, Exploration, Storytelling, Education",15,HIRED TO DO DATA VISUALIZATION,2,6,3,BOTH,"Embedded in a tool, Dashboard, Static Web Page, Interactive Notebook, Documents","Design, Engineering, Marketing, Research, Data Science/Analytics",4,I'M ABLE TO CHOOSE MY OWN TOOLS.,"D3, Mapbox, kepler.gl, React, WebGL, Canvas","Business Intelligence Tools (like Tableau), Interactive Notebooks, General purpose charting libraries (plotly, highcharts), Completely custom (matplotlib, ggplot2, Processing, D3, custom code)",ENGINEER,2,5,NA,$200k+,4,5,PRIVATE SECTOR,Yes,ENGLISH,US / CANADA,46,10.87,32.608695652173914,32.608695652173914,10.869565217391305,8.695652173913043,10.869565217391305
2019,NA,"Jeff Heer, Amelia Wattenberg, Fernanda Viegas, Mike Bostock, Ben Schneideman",UNITED STATES,Equal Parts School and Self-Taught,"Books, Examples, Collaboration with more skilled practitioners, Working through a project, Classes at the graduate level",More,MASTERS,LANGUAGES,10,No,MAN,5,"Analysts, Engineers, Product Managers, Executives",Daily,"ANALYSIS, SUMMARIZATION","INTRO, MODERATE, EXPERT",CONSULTATIVE,"Line Chart, Bar Chart, Scatterplot, Hexbin/Heatmap, Choropleth Map",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,3,DATA VISUALIZATION IS THE FOCUS OF MY JOB,"Analysis, Machine Learning, Summary/Overview, Communication, Marketing, Exploration, Storytelling",5,DATA VISUALIZATION IS ONLY PART OF MY JOB,2,6,3,BOTH,"Embedded in a tool, Dashboard, Interactive Notebook, Documents, Presentations","Engineering, Research, Data Science/Analytics",5,I'M ABLE TO CHOOSE MY OWN TOOLS.,"D3, Mapbox, React, Tableau, Vega, WebGL, React-vis","Business Intelligence Tools (like Tableau), Interactive Notebooks, General purpose charting libraries (plotly, highcharts), Completely custom (matplotlib, ggplot2, Processing, D3, custom code), Hand-crafted in a graphics editor (Illustrator)",ENGINEER,0,25,Better application frameworks,$200k+,0,2,PRIVATE SECTOR,No,ENGLISH,US / CANADA,37,67.57,13.513513513513514,13.513513513513514,5.405405405405405,0,67.56756756756756
2019,more workshops,NA,UNITED STATES,Equal Parts School and Self-Taught,"Examples, Video Tutorials, Working through a project, Mentoring/Teaching others",Much more,MASTERS,COMMUNICATION,1,No,MAN,4,"Engineers, myself",Not tracked / Unknown,NA,INTRO,COLLABORATIVE,Line Chart,ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,3,"DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB, BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE","Analysis, Summary/Overview, Marketing",4,DATA VISUALIZATION IS ONLY PART OF MY JOB,4,2,2,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,Dashboard,"Marketing, Data Science/Analytics",3,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION AND THIS CAUSES NO ISSUE,"D3, Excel, Python, Tableau","Business Intelligence Tools (like Tableau), Interactive Notebooks",ENGINEER,2,1,NA,$100k - $120k,3,4,PRIVATE SECTOR,"No, but I identify as an Ally",NA,US / CANADA,18,5.56,22.22222222222222,22.22222222222222,22.22222222222222,16.666666666666668,5.555555555555555
2019,NA,NA,NEW ZEALAND,Mostly Self-Taught,"Books, Workshops, Examples, Working through a project, Mentoring/Teaching others",More,BACHELORS,BUSINESS & FINANCE,4,No,MAN,8,"General Public, Analysts, Product Managers, Project Managers, Executives",Weekly,"ANALYSIS, SUMMARIZATION, RESEARCH, PR/BRANDING","INTRO, MODERATE, EXPERT",CONSULTATIVE,"Line Chart, Bar Chart, Scatterplot, Treemap, Choropleth Map",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,2,"DATA VISUALIZATION IS AN IMPORTANT SECONDARY PART OF MY JOB, BUT NOT THE FOCUS","Analysis, Summary/Overview, Communication, Marketing, Exploration",8,DATA VISUALIZATION IS ONLY PART OF MY JOB,2,4,4,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Embedded in a tool, Dashboard, Static Web Page, Documents, Presentations, Email, Newspaper or other physical handout","Marketing, Research, Data Science/Analytics",5,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION AND THIS CAUSES NO ISSUE,Tableau,"Business Intelligence Tools (like Tableau), arcGIS",ANALYST,4,16,NA,$80k - $100k,4,8,PRIVATE SECTOR,No,"ENGLISH, GERMAN",OCEANIA,48,33.33,16.666666666666668,16.666666666666668,16.666666666666668,8.333333333333334,33.333333333333336
2019,NA,NA,UNITED STATES,Mostly Self-Taught,"Books, Examples, Video Tutorials, Collaboration with more skilled practitioners, Working through a project",Much more,BACHELORS,COMPUTER SCIENCE,3,No,MAN,15,"General Public, Product Managers, Executives",Weekly,"ANALYSIS, SUMMARIZATION","INTRO, MODERATE",CONSULTATIVE,"Line Chart, Bar Chart, Scatterplot, Treemap",LESS,5,"DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB, BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE","Analysis, Summary/Overview, Communication, Storytelling",15,DATA VISUALIZATION IS ONLY PART OF MY JOB,4,5,5,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,Dashboard,"IT, Leadership",2,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION AND THIS CAUSES NO ISSUE,Tableau,Business Intelligence Tools (like Tableau),ANALYST,5,30,Data access within my organization,$100k - $120k,NA,30,PRIVATE SECTOR,"No, but I identify as an Ally",ENGLISH,US / CANADA,NA,NA,NA,NA,NA,NA,NA
2019,NA,NA,GERMANY,Mostly Self-Taught,"Books, Examples, Collaboration with more skilled practitioners",NA,MASTERS,SOCIAL SCIENCES,10,No,MAN,10,"Analysts, Engineers, Product Managers, Executives",NA,"ANALYSIS, SUMMARIZATION, RESEARCH","INTRO, MODERATE",COLLABORATIVE,"Line Chart, Bar Chart, Scatterplot, Dendrogram, Network Diagram, Flow Diagram (Sankey, DAGRE, Flow Chart), Force-Directed Graph",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,NA,"DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB, BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE","Analysis, Machine Learning, Summary/Overview, Communication, Exploration",10,DATA VISUALIZATION IS ONLY PART OF MY JOB,NA,5,NA,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Dashboard, Interactive Notebook, Documents, Presentations, Email","Research, Data Science/Analytics",4,I'M ABLE TO CHOOSE MY OWN TOOLS.,"D3, ggplot2, Highcharts, Plotly, R","Interactive Notebooks, General purpose charting libraries (plotly, highcharts), Completely custom (matplotlib, ggplot2, Processing, D3, custom code), Ggplot",ENGINEER,0,17,NA,$60k - $80k,0,10,PRIVATE SECTOR,No,NA,EUROPE,47,36.17,21.27659574468085,21.27659574468085,21.27659574468085,0,36.170212765957444
2019,"More advice, guidance",NA,AUSTRIA,Mostly Self-Taught,"Examples, Video Tutorials, Working through a project",More,MASTERS,ENGINEERING,3,No,MAN,5,"Engineers, Project Managers",Not tracked / Unknown,ANALYSIS,INTRO,SUBORDINATE,"Line Chart, Scatterplot, 3D Charts",LESS,3,"DATA VISUALIZATION IS ONE OF SEVERAL OTHER THINGS I DO IN MY JOB, BUT NOT A PRIMARY OR SECONDARY PART OF MY ROLE","Analysis, Summary/Overview, Exploration",5,DATA VISUALIZATION IS ONLY PART OF MY JOB,2,5,5,THERE ARE NO SPECIALISTS IN DATA VISUALIZATION IN MY ORGANIZATION,"Embedded in a tool, Dashboard, Static Web Page, Interactive Notebook, Presentations","Design, Engineering",4,I'M ABLE TO CHOOSE MY OWN TOOLS.,"ArcGIS, D3, Excel, Plotly, Python, Matplotlib","Interactive Notebooks, General purpose charting libraries (plotly, highcharts), Completely custom (matplotlib, ggplot2, Processing, D3, custom code)",ENGINEER,3,5,"Easy embedding, flaxibility",$80k - $100k,1,1,PRIVATE SECTOR,No,NA,EUROPE,20,25,25,25,5,5,25
2019,"Engaging Stakeholders, advancing data literacy in larger populations","Mike Bostock, Elijah Meeks, Stephen Few",UNITED STATES,Mostly Self-Taught,"Collaboration with more skilled practitioners, Working through a project",Much more,BACHELORS,OTHER,2,No,MAN,25,"General Public, Analysts, Executives",Daily,ANALYSIS,INTRO,CONSULTATIVE,"Line Chart, Bar Chart, Treemap, Choropleth Map, Flow Diagram (Sankey, DAGRE, Flow Chart)",ABOUT AS MUCH AS I EXPECTED FOR THIS ROLE,3,DATA VISUALIZATION IS THE FOCUS OF MY JOB,"Summary/Overview, Storytelling",25,HIRED TO DO DATA VISUALIZATION,4,3,4,SEPARATE DATA VISUALIZATION GROUP,"Dashboard, Scrollytelling","Data Science/Analytics, Operational Decision Making & Support",4,WE HAVE A SET LIST OF TOOLS WE'RE EXPECTED TO USE FOR DATA VISUALIZATION AND IT CAUSES SOME ISSUES,"D3, Tableau, Pen & Paper",Business Intelligence Tools (like Tableau),DEVELOPER,8,5,More Quiet Time,$100k - $120k,6,2,PRIVATE SECTOR,"No, but I identify as an Ally",ENGLISH,US / CANADA,71,7.04,35.2112676056338,35.2112676056338,2.816901408450704,8.450704225352112,7.042253521126761
